Table:
1	1	1	1	1	                    1	        0,00      6,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	2	                    1, 2	     1,00      5,00      0,83      0,17      0,00      30,00     0,00      5,00      
1	1	1	1	3	                    1, 2	     2,00      4,00      0,67      0,33      1,00      14,00     0,67      4,67      
1	1	1	2	1	                    1, 2	     1,00      5,00      0,83      0,17      0,00      22,00     0,00      3,67      
1	1	1	2	2	                    1, 2	     2,00      4,00      0,67      0,33      2,00      14,00     1,33      4,67      
1	1	1	2	3	                    1, 2	     3,00      3,00      0,50      0,50      4,00      6,00      2,00      3,00      
1	1	2	1	1	                    1, 2	     1,00      5,00      0,83      0,17      0,00      22,00     0,00      3,67      
1	1	2	1	2	                    1, 2	     2,00      4,00      0,67      0,33      2,00      14,00     1,33      4,67      
1	1	2	1	3	                    1, 2	     3,00      3,00      0,50      0,50      4,00      6,00      2,00      3,00      
1	1	2	2	1	                    1, 2	     2,00      4,00      0,67      0,33      2,00      10,00     1,33      3,33      
1	1	2	2	2	                    1, 2	     3,00      3,00      0,50      0,50      6,00      6,00      3,00      3,00      
1	1	2	2	3	                    1, 2	     4,00      2,00      0,33      0,67      10,00     2,00      3,33      1,33      
1	2	1	1	1	                    1, 2	     1,00      5,00      0,83      0,17      0,00      22,00     0,00      3,67      
1	2	1	1	2	                    1, 2	     2,00      4,00      0,67      0,33      2,00      14,00     1,33      4,67      
1	2	1	1	3	                    1, 2	     3,00      3,00      0,50      0,50      4,00      6,00      2,00      3,00      
1	2	1	2	1	                    1, 2	     2,00      4,00      0,67      0,33      2,00      10,00     1,33      3,33      
1	2	1	2	2	                    1, 2	     3,00      3,00      0,50      0,50      6,00      6,00      3,00      3,00      
1	2	1	2	3	                    1, 2	     4,00      2,00      0,33      0,67      10,00     2,00      3,33      1,33      
1	2	2	1	1	                    1, 2	     2,00      4,00      0,67      0,33      2,00      10,00     1,33      3,33      
1	2	2	1	2	                    1, 2	     3,00      3,00      0,50      0,50      6,00      6,00      3,00      3,00      
1	2	2	1	3	                    1, 2	     4,00      2,00      0,33      0,67      10,00     2,00      3,33      1,33      
1	2	2	2	1	                    1, 2	     3,00      3,00      0,50      0,50      6,00      4,00      3,00      2,00      
1	2	2	2	2	                    1, 2	     4,00      2,00      0,33      0,67      14,00     2,00      4,67      1,33      
1	2	2	2	3	                    1, 2	     5,00      1,00      0,17      0,83      22,00     0,00      3,67      0,00      
2	1	1	1	1	                    1, 2	     1,00      5,00      0,83      0,17      0,00      22,00     0,00      3,67      
2	1	1	1	2	                    1, 2	     2,00      4,00      0,67      0,33      2,00      14,00     1,33      4,67      
2	1	1	1	3	                    1, 2	     3,00      3,00      0,50      0,50      4,00      6,00      2,00      3,00      
2	1	1	2	1	                    1, 2	     2,00      4,00      0,67      0,33      2,00      10,00     1,33      3,33      
2	1	1	2	2	                    1, 2	     3,00      3,00      0,50      0,50      6,00      6,00      3,00      3,00      
2	1	1	2	3	                    1, 2	     4,00      2,00      0,33      0,67      10,00     2,00      3,33      1,33      
2	1	2	1	1	                    1, 2	     2,00      4,00      0,67      0,33      2,00      10,00     1,33      3,33      
2	1	2	1	2	                    1, 2	     3,00      3,00      0,50      0,50      6,00      6,00      3,00      3,00      
2	1	2	1	3	                    1, 2	     4,00      2,00      0,33      0,67      10,00     2,00      3,33      1,33      
2	1	2	2	1	                    1, 2	     3,00      3,00      0,50      0,50      6,00      4,00      3,00      2,00      
2	1	2	2	2	                    1, 2	     4,00      2,00      0,33      0,67      14,00     2,00      4,67      1,33      
2	1	2	2	3	                    1, 2	     5,00      1,00      0,17      0,83      22,00     0,00      3,67      0,00      
2	2	1	1	1	                    1, 2	     2,00      4,00      0,67      0,33      2,00      10,00     1,33      3,33      
2	2	1	1	2	                    1, 2	     3,00      3,00      0,50      0,50      6,00      6,00      3,00      3,00      
2	2	1	1	3	                    1, 2	     4,00      2,00      0,33      0,67      10,00     2,00      3,33      1,33      
2	2	1	2	1	                    1, 2	     3,00      3,00      0,50      0,50      6,00      4,00      3,00      2,00      
2	2	1	2	2	                    1, 2	     4,00      2,00      0,33      0,67      14,00     2,00      4,67      1,33      
2	2	1	2	3	                    1, 2	     5,00      1,00      0,17      0,83      22,00     0,00      3,67      0,00      
2	2	2	1	1	                    1, 2	     3,00      3,00      0,50      0,50      6,00      4,00      3,00      2,00      
2	2	2	1	2	                    1, 2	     4,00      2,00      0,33      0,67      14,00     2,00      4,67      1,33      
2	2	2	1	3	                    1, 2	     5,00      1,00      0,17      0,83      22,00     0,00      3,67      0,00      
2	2	2	2	1	                    1, 2	     4,00      2,00      0,33      0,67      14,00     1,00      4,67      0,67      
2	2	2	2	2	                    1, 2	     5,00      1,00      0,17      0,83      30,00     0,00      5,00      0,00      
2	2	2	2	3	                    2	        6,00      0,00      0,00      1,00      0,00      0,00      0,00      0,00      
Column G:
1	1	1, 2	1	1	1, 2	1	1	1, 2	1	1	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	2	

Table:
1	1	1	1	1	                    1	        1,50      6,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	2	                    1	        1,50      5,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	3	                    1, 2	     2,50      4,00      0,64      0,36      0,00      14,00     0,00      5,09      
1	1	1	2	1	                    1	        1,50      5,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	2	2	                    1	        1,50      4,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	2	3	                    1, 2	     2,50      3,00      0,54      0,46      1,00      6,00      0,54      2,77      
1	1	2	1	1	                    1	        1,50      5,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	1	2	                    1	        1,50      4,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	1	3	                    1, 2	     2,50      3,00      0,54      0,46      1,00      6,00      0,54      2,77      
1	1	2	2	1	                    1	        1,50      4,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	2	2	                    1	        1,50      3,00      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	2	3	                    1, 2	     2,50      2,00      0,47      0,53      3,00      2,00      1,40      1,07      
1	2	1	1	1	                    1, 2	     2,50      5,00      0,78      0,22      0,00      22,00     0,00      4,89      
1	2	1	1	2	                    1, 2	     2,50      4,00      0,64      0,36      1,00      14,00     0,64      5,09      
1	2	1	1	3	                    1, 2	     3,50      3,00      0,45      0,55      3,00      6,00      1,36      3,27      
1	2	1	2	1	                    1, 2	     2,50      4,00      0,64      0,36      1,00      10,00     0,64      3,64      
1	2	1	2	2	                    1, 2	     2,50      3,00      0,54      0,46      3,00      6,00      1,62      2,77      
1	2	1	2	3	                    1, 2	     3,50      2,00      0,38      0,62      7,00      2,00      2,69      1,23      
1	2	2	1	1	                    1, 2	     2,50      4,00      0,64      0,36      1,00      10,00     0,64      3,64      
1	2	2	1	2	                    1, 2	     2,50      3,00      0,54      0,46      3,00      6,00      1,62      2,77      
1	2	2	1	3	                    1, 2	     3,50      2,00      0,38      0,62      7,00      2,00      2,69      1,23      
1	2	2	2	1	                    1, 2	     2,50      3,00      0,54      0,46      3,00      4,00      1,62      1,85      
1	2	2	2	2	                    1, 2	     2,50      2,00      0,47      0,53      7,00      2,00      3,27      1,07      
1	2	2	2	3	                    1, 2	     3,50      1,00      0,33      0,67      15,00     0,00      5,00      0,00      
2	1	1	1	1	                    1, 2	     2,50      5,00      0,78      0,22      0,00      22,00     0,00      4,89      
2	1	1	1	2	                    1, 2	     2,50      4,00      0,64      0,36      1,00      14,00     0,64      5,09      
2	1	1	1	3	                    1, 2	     3,50      3,00      0,45      0,55      3,00      6,00      1,36      3,27      
2	1	1	2	1	                    1, 2	     2,50      4,00      0,64      0,36      1,00      10,00     0,64      3,64      
2	1	1	2	2	                    1, 2	     2,50      3,00      0,54      0,46      3,00      6,00      1,62      2,77      
2	1	1	2	3	                    1, 2	     3,50      2,00      0,38      0,62      7,00      2,00      2,69      1,23      
2	1	2	1	1	                    1, 2	     2,50      4,00      0,64      0,36      1,00      10,00     0,64      3,64      
2	1	2	1	2	                    1, 2	     2,50      3,00      0,54      0,46      3,00      6,00      1,62      2,77      
2	1	2	1	3	                    1, 2	     3,50      2,00      0,38      0,62      7,00      2,00      2,69      1,23      
2	1	2	2	1	                    1, 2	     2,50      3,00      0,54      0,46      3,00      4,00      1,62      1,85      
2	1	2	2	2	                    1, 2	     2,50      2,00      0,47      0,53      7,00      2,00      3,27      1,07      
2	1	2	2	3	                    1, 2	     3,50      1,00      0,33      0,67      15,00     0,00      5,00      0,00      
2	2	1	1	1	                    1, 2	     3,50      4,00      0,56      0,44      2,00      10,00     1,11      4,44      
2	2	1	1	2	                    1, 2	     3,50      3,00      0,45      0,55      5,00      6,00      2,27      3,27      
2	2	1	1	3	                    1, 2	     4,50      2,00      0,27      0,73      9,00      2,00      2,45      1,45      
2	2	1	2	1	                    1, 2	     3,50      3,00      0,45      0,55      5,00      4,00      2,27      2,18      
2	2	1	2	2	                    1, 2	     3,50      2,00      0,38      0,62      11,00     2,00      4,23      1,23      
2	2	1	2	3	                    1, 2	     4,50      1,00      0,23      0,77      19,00     0,00      4,38      0,00      
2	2	2	1	1	                    1, 2	     3,50      3,00      0,45      0,55      5,00      4,00      2,27      2,18      
2	2	2	1	2	                    1, 2	     3,50      2,00      0,38      0,62      11,00     2,00      4,23      1,23      
2	2	2	1	3	                    1, 2	     4,50      1,00      0,23      0,77      19,00     0,00      4,38      0,00      
2	2	2	2	1	                    1, 2	     3,50      2,00      0,38      0,62      11,00     1,00      4,23      0,62      
2	2	2	2	2	                    1, 2	     3,50      1,00      0,33      0,67      23,00     0,00      7,67      0,00      
2	2	2	2	3	                    2	        4,50      0,00      0,00      1,00      0,00      0,00      0,00      0,00      
Column G:
1	1	1, 2	1	1	1, 2	1	1	1, 2	1	1	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	2	2	

Table:
1	1	1	1	1	                    1	        1,50      5,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	2	                    1	        1,50      4,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	3	                    1, 2	     2,50      4,50      0,75      0,25      0,00      14,00     0,00      3,50      
1	1	1	2	1	                    1	        1,50      4,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	2	2	                    1	        1,50      3,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	2	3	                    1, 2	     2,50      3,50      0,60      0,40      1,00      6,00      0,60      2,40      
1	1	2	1	1	                    1	        1,50      4,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	1	2	                    1	        1,50      3,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	1	3	                    1, 2	     2,50      3,50      0,60      0,40      1,00      6,00      0,60      2,40      
1	1	2	2	1	                    1	        1,50      3,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	2	2	                    1	        1,50      2,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	2	2	3	                    1, 2	     2,50      2,50      0,50      0,50      3,00      2,00      1,50      1,00      
1	2	1	1	1	                    1, 2	     2,50      4,50      0,75      0,25      0,00      21,00     0,00      5,25      
1	2	1	1	2	                    1, 2	     2,50      3,50      0,60      0,40      1,00      13,00     0,60      5,20      
1	2	1	1	3	                    1, 2	     3,50      3,50      0,50      0,50      3,00      6,00      1,50      3,00      
1	2	1	2	1	                    1, 2	     2,50      3,50      0,60      0,40      1,00      9,00      0,60      3,60      
1	2	1	2	2	                    1, 2	     2,50      2,50      0,50      0,50      3,00      5,00      1,50      2,50      
1	2	1	2	3	                    1, 2	     3,50      2,50      0,40      0,60      7,00      2,00      2,80      1,20      
1	2	2	1	1	                    1, 2	     2,50      3,50      0,60      0,40      1,00      9,00      0,60      3,60      
1	2	2	1	2	                    1, 2	     2,50      2,50      0,50      0,50      3,00      5,00      1,50      2,50      
1	2	2	1	3	                    1, 2	     3,50      2,50      0,40      0,60      7,00      2,00      2,80      1,20      
1	2	2	2	1	                    1, 2	     2,50      2,50      0,50      0,50      3,00      3,00      1,50      1,50      
1	2	2	2	2	                    1, 2	     2,50      1,50      0,43      0,57      7,00      1,00      3,00      0,57      
1	2	2	2	3	                    1, 2	     3,50      1,50      0,33      0,67      15,00     0,00      5,00      0,00      
2	1	1	1	1	                    1, 2	     2,50      4,50      0,75      0,25      0,00      21,00     0,00      5,25      
2	1	1	1	2	                    1, 2	     2,50      3,50      0,60      0,40      1,00      13,00     0,60      5,20      
2	1	1	1	3	                    1, 2	     3,50      3,50      0,50      0,50      3,00      6,00      1,50      3,00      
2	1	1	2	1	                    1, 2	     2,50      3,50      0,60      0,40      1,00      9,00      0,60      3,60      
2	1	1	2	2	                    1, 2	     2,50      2,50      0,50      0,50      3,00      5,00      1,50      2,50      
2	1	1	2	3	                    1, 2	     3,50      2,50      0,40      0,60      7,00      2,00      2,80      1,20      
2	1	2	1	1	                    1, 2	     2,50      3,50      0,60      0,40      1,00      9,00      0,60      3,60      
2	1	2	1	2	                    1, 2	     2,50      2,50      0,50      0,50      3,00      5,00      1,50      2,50      
2	1	2	1	3	                    1, 2	     3,50      2,50      0,40      0,60      7,00      2,00      2,80      1,20      
2	1	2	2	1	                    1, 2	     2,50      2,50      0,50      0,50      3,00      3,00      1,50      1,50      
2	1	2	2	2	                    1, 2	     2,50      1,50      0,43      0,57      7,00      1,00      3,00      0,57      
2	1	2	2	3	                    1, 2	     3,50      1,50      0,33      0,67      15,00     0,00      5,00      0,00      
2	2	1	1	1	                    1, 2	     3,50      3,50      0,50      0,50      2,00      9,00      1,00      4,50      
2	2	1	1	2	                    1, 2	     3,50      2,50      0,40      0,60      5,00      5,00      2,00      3,00      
2	2	1	1	3	                    1, 2	     4,50      2,50      0,25      0,75      9,00      2,00      2,25      1,50      
2	2	1	2	1	                    1, 2	     3,50      2,50      0,40      0,60      5,00      3,00      2,00      1,80      
2	2	1	2	2	                    1, 2	     3,50      1,50      0,33      0,67      11,00     1,00      3,67      0,67      
2	2	1	2	3	                    1, 2	     4,50      1,50      0,20      0,80      19,00     0,00      3,80      0,00      
2	2	2	1	1	                    1, 2	     3,50      2,50      0,40      0,60      5,00      3,00      2,00      1,80      
2	2	2	1	2	                    1, 2	     3,50      1,50      0,33      0,67      11,00     1,00      3,67      0,67      
2	2	2	1	3	                    1, 2	     4,50      1,50      0,20      0,80      19,00     0,00      3,80      0,00      
2	2	2	2	1	                    1, 2	     3,50      1,50      0,33      0,67      11,00     0,00      3,67      0,00      
2	2	2	2	2	                    2	        3,50      0,50      0,00      1,00      0,00      0,00      0,00      0,00      
2	2	2	2	3	                    2	        4,50      0,50      0,00      1,00      0,00      0,00      0,00      0,00      
Column G:
1	1	1, 2	1	1	1, 2	1	1	1, 2	1	1	1, 2	1	1	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	1, 2	2	2	

Table:
1	1	1	1	1	                    1	        1,50      5,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	2	                    1	        1,50      4,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	1	3	                    1, 2	     2,50      4,50      0,75      0,25      0,00      14,00     0,00      3,50      
1	1	1	2	1	                    1	        1,70      4,50      1,00      0,00      0,00      0,00      0,00      0,00      
1	1	1	2	2	                    1	        1,70      3,50      1,00      0,00      0,00      0,00      0,00      0,00      
